date,product_type,region,market_segment,supplier,transport_mode,actual_demand_units,planned_order_units,avg_selling_price_usd,revenue_usd,opening_stock_units,safety_stock_units,reorder_point_units,lead_time_days,supplier_delay_days,shipping_time_days,logistics_cost_usd,disruption_type,disruption_severity_1_to_5,fulfilled_units,stockout_units,service_level_pct,supplier_risk_score,risk_level,dashboard_color_code,bullwhip_ratio_proxy,demand_spike_flag,delay_flag,source_note,month
2022-04-14,Sensor IC,Asia-Pacific,Consumer Electronics,Supplier_E,Sea,5755,6443,6.11,35163.05,6588,1438,3740,28,3,35,713.19,Unknown,0,5755,0,100.0,38.5,Medium,Orange,1.265,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-15,Analog IC,Europe,Computing,Supplier_D,Sea,7663,8506,11.82,90576.66,9893,1915,4980,28,0,28,999.42,Unknown,0,7663,0,100.0,22.4,Low,Green,1.255,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-16,Power IC,Asia-Pacific,Computing,Supplier_E,Multimodal,4728,5149,9.81,46381.68,3038,1182,3073,20,0,28,1389.24,Logistics Delay,4,4728,0,100.0,44.8,Medium,Orange,1.26,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-17,Power IC,Rest of World,Industrial,Supplier_B,Air,4276,4549,6.21,26553.96,4545,1069,2779,32,0,2,1990.29,Unknown,0,4276,0,100.0,14.4,Low,Green,1.047,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-18,Logic IC,North America,Telecom,Supplier_D,Multimodal,7236,7269,8.88,64255.68,4401,1809,4703,21,10,16,2031.84,Supplier Delay,3,7236,0,100.0,63.4,Medium,Orange,1.185,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-19,Sensor IC,India,Consumer Electronics,Supplier_C,Air,6859,7662,4.36,29905.24,3781,1714,4458,32,0,5,3082.38,Unknown,0,6859,0,100.0,14.4,Low,Green,1.107,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-20,Sensor IC,Europe,Consumer Electronics,Supplier_A,Road,8606,10337,7.55,64975.3,5303,2151,5593,24,2,6,2161.96,Demand Spike,5,8606,0,100.0,51.8,Medium,Orange,1.183,1,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-21,Power IC,North America,Automotive,Supplier_C,Multimodal,4950,6306,3.92,19404.0,2581,1237,3217,23,0,14,1434.61,Inventory Shortage,3,4950,0,100.0,29.2,Low,Green,1.493,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-22,Power IC,Asia-Pacific,Industrial,Supplier_C,Sea,5836,5676,3.0,17508.0,6114,1459,3793,35,4,31,662.61,Unknown,0,5836,0,100.0,47.2,Medium,Orange,0.977,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-23,Memory Chip,Rest of World,Automotive,Supplier_E,Multimodal,8640,8298,8.22,71020.8,5485,2160,5616,31,0,29,1861.82,Logistics Delay,1,8640,0,100.0,34.8,Low,Green,1.052,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-24,Microcontroller,Rest of World,Telecom,Supplier_A,Multimodal,6358,6489,7.26,46159.08,7128,1589,4132,29,0,14,1783.08,Unknown,0,6358,0,100.0,12.4,Low,Green,1.117,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-25,Microcontroller,India,Industrial,Supplier_A,Air,6760,7669,3.19,21564.4,2156,1690,4394,32,4,5,3739.19,Inventory Shortage,1,6760,0,100.0,36.4,Medium,Orange,1.271,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-26,Analog IC,Rest of World,Consumer Electronics,Supplier_C,Air,6906,7191,7.29,50344.74,6491,1726,4488,35,4,2,3328.43,Unknown,0,6906,0,100.0,32.0,Low,Green,1.128,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-27,Memory Chip,North America,Telecom,Supplier_C,Sea,9301,8886,9.46,87987.46,7922,2325,6045,31,3,24,1053.88,Supplier Delay,1,9301,0,100.0,41.3,Medium,Orange,1.068,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-28,Microcontroller,North America,Automotive,Supplier_D,Multimodal,8309,8200,10.11,84003.99,8768,2077,5400,16,0,19,2124.21,Unknown,0,8309,0,100.0,5.6,Low,Green,1.017,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-29,Power IC,North America,Computing,Supplier_B,Multimodal,4809,6022,5.91,28421.19,1535,1202,3125,23,3,21,1481.26,Inventory Shortage,2,4809,0,100.0,37.3,Medium,Orange,1.426,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-04-30,Sensor IC,North America,Consumer Electronics,Supplier_C,Sea,8660,11691,3.01,26066.6,9544,2165,5629,19,0,20,1193.08,Demand Spike,1,8660,0,100.0,14.4,Low,Green,1.347,1,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2022-05-01,Power IC,India,Computing,Supplier_E,Air,6187,7812,4.28,26480.36,3922,1546,4021,15,3,2,3547.86,Demand Spike,5,6187,0,100.0,50.5,Medium,Orange,1.488,1,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-02,Logic IC,Europe,Industrial,Supplier_D,Multimodal,7245,7325,4.85,35138.25,3558,1811,4709,33,0,15,1747.24,Unknown,0,7245,0,100.0,18.0,Low,Green,1.179,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-03,Analog IC,North America,Automotive,Supplier_C,Multimodal,6501,6805,4.46,28994.46,5795,1625,4225,29,0,21,1784.28,Unknown,0,6501,0,100.0,18.0,Low,Green,1.038,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-04,Power IC,North America,Consumer Electronics,Supplier_E,Multimodal,4955,5456,10.12,50144.6,5042,1238,3220,19,0,16,1232.51,Unknown,0,4955,0,100.0,3.2,Low,Green,1.065,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-05,Memory Chip,Asia-Pacific,Consumer Electronics,Supplier_E,Multimodal,8140,8996,9.45,76923.0,3788,2035,5291,14,16,18,2576.26,Supplier Delay,5,8140,0,100.0,100.0,High,Red,1.275,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-06,Analog IC,India,Consumer Electronics,Supplier_A,Air,7447,7379,8.2,61065.4,6427,1861,4840,20,1,4,3681.17,Unknown,0,7447,0,100.0,3.5,Low,Green,1.002,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-07,Analog IC,North America,Industrial,Supplier_A,Air,7307,7011,2.09,15271.63,4799,1826,4749,17,0,5,3462.12,Unknown,0,7307,0,100.0,0.0,Low,Green,1.128,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-08,Analog IC,Rest of World,Telecom,Supplier_C,Air,7092,9484,2.33,16524.36,2763,1773,4609,22,0,3,3942.58,Inventory Shortage,3,7092,0,100.0,26.4,Low,Green,1.554,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-09,Analog IC,Rest of World,Industrial,Supplier_D,Sea,6969,7503,5.46,38050.74,7113,1742,4529,20,0,28,823.61,Unknown,0,6969,0,100.0,12.8,Low,Green,1.234,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-10,Sensor IC,India,Consumer Electronics,Supplier_C,Multimodal,4637,4940,7.75,35936.75,3672,1159,3014,14,1,11,1162.35,Unknown,0,4637,0,100.0,3.5,Low,Green,1.221,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-11,Memory Chip,India,Industrial,Supplier_C,Air,11455,12364,3.32,38030.6,8803,2863,7445,14,0,5,4714.5,Unknown,0,11455,0,100.0,0.0,Low,Green,1.05,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-12,Logic IC,Europe,Telecom,Supplier_A,Road,8896,9629,9.71,86380.16,5114,2224,5782,29,3,7,1855.52,Unknown,0,8896,0,100.0,21.3,Low,Green,1.11,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-13,Sensor IC,North America,Automotive,Supplier_B,Multimodal,7150,8687,7.14,51051.0,7208,1787,4647,18,0,16,2084.18,Demand Spike,3,7150,0,100.0,27.2,Low,Green,1.398,1,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-14,Power IC,India,Industrial,Supplier_D,Sea,5081,5347,7.61,38666.41,4531,1270,3302,31,0,28,651.98,Unknown,0,5081,0,100.0,26.0,Low,Green,1.151,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-15,Memory Chip,Europe,Telecom,Supplier_C,Multimodal,7541,8442,4.18,31521.38,8095,1885,4901,29,0,22,2000.55,Unknown,0,7541,0,100.0,18.8,Low,Green,1.293,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-16,Sensor IC,India,Consumer Electronics,Supplier_C,Sea,6829,6666,5.61,38310.69,8729,1707,4438,24,0,33,771.38,Unknown,0,6829,0,100.0,21.6,Low,Green,1.096,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-17,Logic IC,Asia-Pacific,Industrial,Supplier_E,Air,8247,8741,2.57,21194.79,5358,2061,5360,39,15,4,3412.7,Supplier Delay,2,8247,0,100.0,91.3,High,Red,1.205,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-18,Logic IC,Rest of World,Computing,Supplier_B,Multimodal,8153,8387,9.24,75333.72,10423,2038,5299,34,0,11,1989.99,Unknown,0,8153,0,100.0,16.8,Low,Green,0.999,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-19,Analog IC,North America,Industrial,Supplier_C,Road,6159,6349,6.38,39294.42,2896,1539,4003,34,0,5,1342.9,Unknown,0,6159,0,100.0,16.8,Low,Green,1.068,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-20,Microcontroller,North America,Consumer Electronics,Supplier_E,Sea,6312,6351,5.95,37556.4,6329,1578,4102,29,1,23,634.87,Unknown,0,6312,0,100.0,23.1,Low,Green,1.006,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-21,Logic IC,India,Telecom,Supplier_A,Sea,11415,14965,5.94,67805.1,9169,2853,7419,18,0,33,1673.46,Demand Spike,1,11415,0,100.0,24.8,Low,Green,1.283,1,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-22,Power IC,India,Computing,Supplier_B,Road,5525,5328,2.84,15691.0,4565,1381,3591,15,0,16,1066.22,Logistics Delay,5,5525,0,100.0,43.2,Medium,Orange,0.949,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-23,Sensor IC,India,Consumer Electronics,Supplier_D,Sea,4921,4938,5.86,28837.06,6483,1230,3198,21,0,33,621.7,Unknown,0,4921,0,100.0,18.0,Low,Green,1.08,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-24,Sensor IC,India,Telecom,Supplier_D,Multimodal,5398,5203,2.08,11227.84,5177,1349,3508,23,0,12,1416.33,Unknown,0,5398,0,100.0,3.6,Low,Green,1.102,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-25,Sensor IC,Rest of World,Computing,Supplier_A,Air,5571,6728,8.27,46072.17,1544,1392,3621,29,0,5,3284.78,Inventory Shortage,5,5571,0,100.0,50.8,Medium,Orange,1.408,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-26,Microcontroller,India,Automotive,Supplier_B,Sea,10242,13722,5.97,61144.74,7199,2560,6657,31,0,24,1517.34,Demand Spike,5,10242,0,100.0,62.8,Medium,Orange,1.453,1,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-27,Power IC,Europe,Industrial,Supplier_E,Road,5279,5136,8.08,42654.32,3551,1319,3431,27,4,23,972.55,Logistics Delay,1,5279,0,100.0,39.2,Medium,Orange,1.129,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-28,Sensor IC,India,Consumer Electronics,Supplier_E,Road,5431,5576,7.5,40732.5,6691,1357,3530,19,11,12,1138.46,Supplier Delay,4,5431,0,100.0,70.5,High,Red,1.193,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-29,Microcontroller,India,Industrial,Supplier_A,Multimodal,6348,6320,9.77,62019.96,3119,1587,4126,22,0,20,1711.98,Unknown,0,6348,0,100.0,8.8,Low,Green,1.102,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-30,Sensor IC,Asia-Pacific,Automotive,Supplier_B,Multimodal,6384,7141,5.65,36069.6,4311,1596,4149,34,3,11,1879.01,Unknown,0,6384,0,100.0,27.3,Low,Green,1.167,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-05-31,Analog IC,North America,Automotive,Supplier_D,Road,6508,6283,2.95,19198.6,4940,1627,4230,23,0,12,1077.28,Unknown,0,6508,0,100.0,3.6,Low,Green,0.946,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2022-06-01,Sensor IC,North America,Telecom,Supplier_A,Sea,4174,4483,2.72,11353.28,5163,1043,2713,22,0,22,564.15,Unknown,0,4174,0,100.0,10.4,Low,Green,1.193,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-02,Analog IC,North America,Automotive,Supplier_E,Air,5820,5739,9.48,55173.6,5707,1455,3783,31,0,3,2713.45,Unknown,0,5820,0,100.0,13.2,Low,Green,1.031,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-03,Sensor IC,Europe,Consumer Electronics,Supplier_B,Road,4975,5194,7.2,35820.0,3083,1243,3233,31,12,8,1067.86,Supplier Delay,2,4975,0,100.0,71.2,High,Red,1.094,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-04,Analog IC,Asia-Pacific,Consumer Electronics,Supplier_D,Multimodal,6826,7097,11.78,80410.28,7757,1706,4436,27,0,18,1881.92,Unknown,0,6826,0,100.0,13.2,Low,Green,1.236,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-05,Microcontroller,Asia-Pacific,Computing,Supplier_A,Air,6215,5946,2.47,15351.05,6379,1553,4039,24,0,6,2548.97,Unknown,0,6215,0,100.0,4.8,Low,Green,1.037,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-06,Memory Chip,Europe,Automotive,Supplier_C,Air,10321,13569,9.35,96501.35,8680,2580,6708,32,0,5,5276.48,Demand Spike,5,10321,0,100.0,54.4,Medium,Orange,1.398,1,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-07,Logic IC,Asia-Pacific,Industrial,Supplier_B,Air,7080,6891,2.22,15717.6,7963,1770,4602,27,3,6,2927.68,Unknown,0,7080,0,100.0,18.9,Low,Green,1.137,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-08,Analog IC,Asia-Pacific,Automotive,Supplier_C,Multimodal,6136,6483,6.96,42706.56,7031,1534,3988,28,14,15,1473.76,Supplier Delay,5,6136,0,100.0,100.0,High,Red,1.24,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-09,Analog IC,Asia-Pacific,Consumer Electronics,Supplier_E,Air,6442,7064,4.45,28666.9,7038,1610,4187,31,0,3,3385.02,Unknown,0,6442,0,100.0,13.2,Low,Green,1.221,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-10,Memory Chip,Europe,Consumer Electronics,Supplier_D,Road,8498,8798,12.12,102995.76,9740,2124,5523,20,1,6,1938.76,Unknown,0,8498,0,100.0,3.5,Low,Green,1.064,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-11,Microcontroller,Rest of World,Telecom,Supplier_A,Road,5977,6251,4.79,28629.83,6780,1494,3885,31,0,8,1389.76,Unknown,0,5977,0,100.0,13.2,Low,Green,1.058,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-12,Microcontroller,India,Automotive,Supplier_B,Road,5014,5048,9.11,45677.54,4150,1253,3259,24,2,8,1146.09,Unknown,0,5014,0,100.0,11.8,Low,Green,1.198,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-13,Memory Chip,Europe,Automotive,Supplier_A,Sea,7370,7519,12.05,88808.5,7082,1842,4790,26,4,31,762.95,Logistics Delay,5,7370,0,100.0,76.4,High,Red,1.08,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-14,Memory Chip,North America,Industrial,Supplier_C,Road,12433,13809,4.43,55078.19,6945,3108,8081,30,0,12,2608.52,Demand Spike,3,12433,0,100.0,36.0,Medium,Orange,1.155,1,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-15,Memory Chip,India,Industrial,Supplier_D,Road,8107,7918,9.75,79043.25,6243,2026,5269,41,0,22,1466.01,Logistics Delay,1,8107,0,100.0,41.2,Medium,Orange,1.053,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-16,Analog IC,Europe,Industrial,Supplier_B,Air,7583,7913,2.95,22369.85,10118,1895,4928,15,1,3,3819.03,Unknown,0,7583,0,100.0,3.5,Low,Green,1.025,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-17,Sensor IC,Europe,Automotive,Supplier_E,Road,4873,4647,2.38,11597.74,6245,1218,3167,37,1,17,808.05,Logistics Delay,1,4873,0,100.0,35.9,Medium,Orange,1.009,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-18,Analog IC,India,Telecom,Supplier_A,Multimodal,6007,5897,4.8,28833.6,5680,1501,3904,16,0,17,1448.68,Unknown,0,6007,0,100.0,4.0,Low,Green,0.948,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-19,Power IC,India,Consumer Electronics,Supplier_D,Sea,3999,3968,10.15,40589.85,3037,999,2599,37,3,29,495.16,Supplier Delay,5,3999,0,100.0,84.5,High,Red,1.083,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-20,Power IC,India,Industrial,Supplier_B,Air,4139,3973,10.13,41928.07,2855,1034,2690,28,0,13,1830.62,Logistics Delay,3,4139,0,100.0,34.4,Low,Green,1.108,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-21,Analog IC,Asia-Pacific,Consumer Electronics,Supplier_E,Multimodal,6675,7293,10.45,69753.75,6386,1668,4338,20,0,19,1871.24,Unknown,0,6675,0,100.0,5.6,Low,Green,1.089,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-22,Sensor IC,Rest of World,Industrial,Supplier_B,Multimodal,5456,5201,6.1,33281.6,6395,1364,3546,22,3,21,1189.87,Unknown,0,5456,0,100.0,20.1,Low,Green,1.113,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-23,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_E,Sea,8680,11351,10.85,94178.0,7318,2170,5642,30,0,28,1398.08,Demand Spike,5,8680,0,100.0,64.8,Medium,Orange,1.451,1,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-24,Sensor IC,Europe,Consumer Electronics,Supplier_E,Road,5392,5403,8.0,43136.0,6896,1348,3504,19,1,5,1109.43,Unknown,0,5392,0,100.0,3.5,Low,Green,1.194,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-25,Memory Chip,Rest of World,Automotive,Supplier_D,Sea,9952,9586,6.01,59811.52,6713,2488,6468,25,0,28,1032.91,Unknown,0,9952,0,100.0,18.8,Low,Green,0.931,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-26,Power IC,Asia-Pacific,Automotive,Supplier_A,Multimodal,3801,3878,9.2,34969.2,4444,950,2470,23,0,12,963.65,Unknown,0,3801,0,100.0,3.6,Low,Green,0.978,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-27,Microcontroller,Europe,Industrial,Supplier_A,Air,6006,6612,3.43,20600.58,7796,1501,3903,14,0,2,2525.16,Unknown,0,6006,0,100.0,0.0,Low,Green,1.091,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-28,Sensor IC,North America,Automotive,Supplier_A,Road,5371,5344,4.33,23256.43,2435,1342,3491,19,6,12,930.43,Supplier Delay,5,5371,0,100.0,61.0,Medium,Orange,0.967,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-29,Analog IC,Rest of World,Telecom,Supplier_B,Air,6681,6540,4.92,32870.52,6981,1670,4342,14,0,2,2875.16,Unknown,0,6681,0,100.0,0.0,Low,Green,0.952,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-06-30,Logic IC,India,Consumer Electronics,Supplier_C,Multimodal,6537,6726,4.48,29285.76,6127,1634,4249,20,0,20,1619.3,Unknown,0,6537,0,100.0,6.4,Low,Green,1.227,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2022-07-01,Logic IC,North America,Computing,Supplier_A,Multimodal,11002,15107,8.11,89226.22,10068,2750,7151,19,0,18,3884.43,Demand Spike,4,11002,0,100.0,36.8,Medium,Orange,1.501,1,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2022-07-02,Logic IC,North America,Automotive,Supplier_D,Sea,6983,6862,2.55,17806.65,3563,1745,4538,21,0,26,886.35,Unknown,0,6983,0,100.0,12.4,Low,Green,1.029,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2022-07-03,Sensor IC,Rest of World,Industrial,Supplier_C,Multimodal,4683,5075,7.41,34701.03,5303,1170,3043,28,1,25,1311.03,Logistics Delay,1,4683,0,100.0,31.5,Low,Green,1.284,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2022-07-04,Microcontroller,Rest of World,Automotive,Supplier_C,Road,5584,5882,2.26,12619.84,4178,1396,3629,20,15,5,1304.07,Supplier Delay,5,5584,0,100.0,92.5,High,Red,1.063,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2022-07-05,Analog IC,India,Industrial,Supplier_C,Air,5298,5747,5.11,27072.78,4496,1324,3443,27,2,2,2877.82,Unknown,0,5298,0,100.0,15.4,Low,Green,1.254,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2022-07-06,Power IC,India,Computing,Supplier_A,Sea,2952,3047,6.09,17977.68,2400,738,1918,23,2,23,373.0,Unknown,0,2952,0,100.0,19.4,Low,Green,1.182,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
